,name,species,gender,breed
3052,Skyler,feline,M,domestic long hair
3053,Slick,canine,M,canaan
3054,Slick,feline,M,domestic long hair
3055,Slinky,canine,M,canaan
3056,Slinky,feline,M,domestic long hair
3057,Sly,canine,M,rottweiler
3058,Sly,feline,M,domestic shorthair
3059,Smarty,canine,M,maltese terrier
3060,Smarty,feline,M,angora
3061,Smoke,canine,F,canaan
3062,Smoke,feline,F,domestic long hair
3063,Smokey,canine,F,canaan
3064,Smokey,feline,F,domestic long hair
3065,Smudge,canine,F,terrier
3066,Smudge,feline,F,domestic long hair
3067,Sneakers,canine,F,canaan
3068,Sneakers,feline,F,domestic long hair
3069,Snickers,canine,F,canaan
3070,Snickers,feline,F,norwegian forest cat
3071,Snoop,canine,F,terrier
3072,Snoop,feline,F,domestic long hair
3073,Snoopy,canine,M,canaan
3074,Snoopy,feline,M,domestic shorthair
3075,Snowball,canine,F,canaan
3076,Snowball,feline,F,domestic long hair
3077,Snowflake,canine,F,german shepherd
3078,Snowflake,feline,F,domestic long hair
3079,Snowy,canine,F,canaan
3080,Snowy,feline,F,domestic shorthair
3081,Snuffles,canine,F,german shepherd
3082,Snuffles,feline,F,maine coon
3083,Snuggles,canine,F,canaan
3084,Snuggles,feline,F,domestic long hair
3085,Solomon,canine,F,canaan
3086,Solomon,feline,F,domestic long hair
3087,Sonny,canine,F,canaan
3088,Sonny,feline,F,domestic long hair
3089,Sophia,canine,F,canaan
3090,Sophia,feline,F,domestic long hair
3091,Sophie,canine,F,canaan
3092,Sophie,feline,F,domestic long hair
3093,Sox,canine,M,canaan
3094,Sox,feline,M,domestic shorthair
3095,Spanky,canine,M,canaan
3096,Spanky,feline,M,domestic shorthair
3097,Sparkle,canine,F,canaan
3098,Sparkle,feline,F,domestic shorthair
3099,Sparky,canine,F,maltese terrier
3100,Sparky,feline,F,domestic shorthair
3101,Speed,canine,F,terrier
3102,Speed,feline,F,domestic long hair
3103,Speedo,canine,F,german shepherd
3104,Speedo,feline,F,domestic long hair
3105,Speedy,canine,F,canaan
3106,Speedy,feline,F,chinchilla
3107,Spencer,canine,M,maltese terrier
3108,Spencer,feline,M,domestic long hair
3109,Spike,canine,M,pitbull
3110,Spike,feline,M,himalayan
3111,Spirit,canine,F,canaan
3112,Spirit,feline,F,british shorthair
3113,Spookey,canine,F,canaan
3114,Spookey,feline,F,domestic long hair
3115,Spot,canine,F,canaan
3116,Spot,feline,F,domestic shorthair
3117,Spotty,canine,F,canaan
3118,Spotty,feline,F,siamese
3119,Spud,canine,M,king charles cavalier
3120,Spud,feline,M,domestic shorthair
3121,Spunky,canine,M,canaan
3122,Spunky,feline,M,domestic long hair
3123,Squeeky,canine,M,canaan
3124,Squeeky,feline,M,british shorthair
3125,Squirt,canine,M,husky
3126,Squirt,feline,M,domestic long hair
3127,Stanley,canine,M,canaan
3128,Stanley,feline,M,domestic long hair
3129,Star,canine,F,canaan
3130,Star,feline,F,domestic long hair
3131,Starr,canine,F,rottweiler
3132,Starr,feline,F,domestic long hair
3133,Stella,canine,F,rottweiler
3134,Stella,feline,F,maine coon
3135,Sterling,canine,M,canaan
3136,Sterling,feline,M,domestic shorthair
3137,Stich,canine,M,canaan
3138,Stich,feline,M,domestic shorthair
3139,Stink,canine,M,rhodesian ridgeback
3140,Stink,feline,M,maine coon
3141,Stormy,canine,F,canaan
3142,Stormy,feline,F,domestic shorthair
3143,Stuart,canine,M,golden retriever
3144,Stuart,feline,M,domestic shorthair
3145,Sugar,canine,F,pitbull
3146,Sugar,feline,F,domestic shorthair
3147,Sugar-baby,canine,F,canaan
3148,Sugar-baby,feline,F,angora
3149,Summer,canine,F,canaan
3150,Summer,feline,F,domestic long hair
3151,Sumo,canine,F,canaan
3152,Sumo,feline,F,domestic long hair
3153,Sundance,canine,F,rottweiler
3154,Sundance,feline,F,domestic shorthair
3155,Sunday,canine,F,canaan
3156,Sunday,feline,F,domestic shorthair
3157,Sunny,canine,F,cocker spaniel
3158,Sunny,feline,F,domestic shorthair
3159,Sunshine,canine,F,terrier
3160,Sunshine,feline,F,domestic shorthair
3161,Susie,canine,F,rottweiler
3162,Susie,feline,F,domestic shorthair
3163,Susie-q,canine,F,canaan
3164,Susie-q,feline,F,domestic long hair
3165,Suzy,canine,F,pitbull
3166,Suzy,feline,F,domestic long hair
3167,Sweet-pea,canine,F,husky
3168,Sweet-pea,feline,F,domestic long hair
3169,Sweetie,canine,F,canaan
3170,Sweetie,feline,F,chinchilla
3171,Sweetie-pie,canine,F,rottweiler
3172,Sweetie-pie,feline,F,domestic shorthair
3173,Sydney,canine,F,canaan
3174,Sydney,feline,F,domestic shorthair
3175,T-bird,canine,M,maltese terrier
3176,T-bird,feline,M,domestic long hair
3177,T-bone,canine,M,samoyed
3178,T-bone,feline,M,british shorthair
3179,Tabby,canine,F,canaan
3180,Tabby,feline,F,domestic long hair
3181,Tabetha,canine,F,rottweiler
3182,Tabetha,feline,F,domestic shorthair
3183,Taco,canine,F,canaan
3184,Taco,feline,F,domestic shorthair
3185,Taffy,canine,F,canaan
3186,Taffy,feline,F,angora
3187,Tally,canine,F,saluki
3188,Tally,feline,F,domestic long hair
3189,Tammy,canine,F,doberman
3190,Tammy,feline,F,scottish fold
3191,Tangles,canine,F,canaan
3192,Tangles,feline,F,domestic long hair
3193,Tango,canine,F,ca de bou
3194,Tango,feline,F,domestic long hair
3195,Tank,canine,M,canaan
3196,Tank,canine,F,rottweiler
3197,Tank,feline,M,domestic long hair
3198,Tank,feline,F,domestic long hair
3199,Tanner,canine,M,maltese terrier
3200,Tanner,feline,M,domestic shorthair
3201,Tara,canine,F,canaan
3202,Tara,feline,F,domestic long hair
3203,Tasha,canine,F,canaan
3204,Tasha,feline,F,domestic long hair
3205,Taylor,canine,F,canaan
3206,Taylor,feline,F,maine coon
3207,Taz,canine,M,chowchow
3208,Taz,feline,M,domestic shorthair
3209,Teddy,canine,M,canaan
3210,Teddy,feline,M,domestic long hair
3211,Teddy-bear,canine,M,rottweiler
3212,Teddy-bear,feline,M,domestic shorthair
3213,Tequila,canine,F,canaan
3214,Tequila,feline,F,domestic long hair
3215,Tess,canine,F,canaan
3216,Tess,feline,F,british shorthair
3217,Tessa,canine,F,canaan
3218,Tessa,feline,F,domestic shorthair
3219,Tessie,canine,F,canaan
3220,Tessie,feline,F,domestic shorthair
3221,Tex,canine,M,canaan
3222,Tex,feline,M,domestic long hair
3223,Thelma,canine,F,maltese terrier
3224,Thelma,feline,F,domestic long hair
3225,Thor,canine,M,german shepherd
3226,Thor,feline,M,domestic long hair
3227,Thumper,canine,M,canaan
3228,Thumper,feline,M,domestic long hair
3229,Thunder,canine,M,pitbull
3230,Thunder,feline,M,domestic long hair
3231,Thyme,canine,F,husky
3232,Thyme,feline,F,siamese
3233,Tiffany,canine,F,canaan
3234,Tiffany,feline,F,domestic long hair
3235,Tiger,canine,F,canaan
3236,Tiger,feline,F,domestic long hair
3237,Tigger,canine,F,canaan
3238,Tigger,feline,F,domestic long hair
3239,Tiggy,canine,F,canaan
3240,Tiggy,feline,F,domestic long hair
3241,Tiki,canine,F,canaan
3242,Tiki,feline,F,scottish fold
3243,Tilly,canine,F,canaan
3244,Tilly,feline,F,domestic long hair
3245,Timber,canine,F,canaan
3246,Timber,feline,F,domestic long hair
3247,Timmy,canine,M,canaan
3248,Timmy,feline,M,domestic long hair
3249,Tinker,canine,M,maltese terrier
3250,Tinker,feline,M,british shorthair
3251,Tinker-bell,canine,M,pinscher miniature
3252,Tinker-bell,feline,M,domestic long hair
3253,Tinky,canine,F,canaan
3254,Tinky,feline,F,domestic shorthair
3255,Tiny,canine,F,german shepherd
3256,Tiny,feline,F,angora
3257,Tipper,canine,M,canaan
3258,Tipper,feline,M,angora
3259,Tippy,canine,F,canaan
3260,Tippy,feline,F,domestic long hair
3261,Titan,canine,F,rhodesian ridgeback
3262,Titan,feline,F,domestic shorthair
3263,Tito,canine,F,husky
3264,Tito,feline,F,domestic long hair
3265,Titus,canine,F,terrier
3266,Titus,feline,F,domestic shorthair
3267,Tobie,canine,F,cocker spaniel
3268,Tobie,feline,F,domestic shorthair
3269,Toby,canine,F,husky
3270,Toby,feline,F,angora
3271,Toffee,canine,F,canaan
3272,Toffee,feline,F,domestic long hair
3273,Tom,canine,M,tibetan terrier
3274,Tom,feline,M,domestic shorthair
3275,Tommy,canine,F,canaan
3276,Tommy,feline,F,domestic shorthair
3277,Tommy-boy,canine,M,canaan
3278,Tommy-boy,feline,M,domestic shorthair
3279,Toni,canine,F,maltese terrier
3280,Toni,feline,F,domestic shorthair
3281,Tony,canine,F,mixed breed
3282,Tony,feline,F,british shorthair
3283,Toots,canine,F,canaan
3284,Toots,feline,F,domestic long hair
3285,Tootsie,canine,F,fox terrier
3286,Tootsie,feline,F,domestic long hair
3287,Topaz,canine,F,rottweiler
3288,Topaz,feline,F,maine coon
3289,Tori,canine,F,canaan
3290,Tori,feline,F,shirazi
3291,Toto,canine,F,canaan
3292,Toto,feline,F,domestic shorthair
3293,Tracker,canine,F,rottweiler
3294,Tracker,feline,F,domestic long hair
3295,Tramp,canine,F,canaan
3296,Tramp,feline,F,angora
3297,Trapper,canine,F,canaan
3298,Trapper,feline,F,himalayan
3299,Travis,canine,M,pitbull
3300,Travis,feline,M,domestic long hair
3301,Trigger,canine,F,rottweiler
3302,Trigger,feline,F,british shorthair
3303,Trinity,canine,F,rottweiler
3304,Trinity,feline,F,domestic long hair
3305,Tripod,canine,F,rhodesian ridgeback
3306,Tripod,feline,F,scottish fold
3307,Tristan,canine,F,canaan
3308,Tristan,feline,F,domestic long hair
3309,Trixie,canine,F,rottweiler
3310,Trixie,feline,F,domestic shorthair
3311,Trooper,canine,F,canaan
3312,Trooper,feline,F,domestic shorthair
3313,Trouble,canine,F,terrier
3314,Trouble,feline,F,domestic shorthair
3315,Troy,canine,M,canaan
3316,Troy,feline,M,domestic shorthair
3317,Truffles,canine,F,canaan
3318,Truffles,feline,F,domestic long hair
3319,Tuck,canine,M,canaan
3320,Tuck,feline,M,domestic long hair
3321,Tucker,canine,M,canaan
3322,Tucker,feline,M,domestic long hair
3323,Tuesday,canine,F,canaan
3324,Tuesday,feline,F,domestic long hair
3325,Tuffy,canine,F,canaan
3326,Tuffy,feline,F,domestic long hair
3327,Turbo,canine,M,rottweiler
3328,Turbo,feline,M,himalayan
3329,Turner,canine,M,husky
3330,Turner,feline,M,domestic shorthair
3331,Tux,canine,M,canaan
3332,Tux,feline,M,domestic long hair
3333,Twiggy,canine,F,rottweiler
3334,Twiggy,feline,F,chinchilla
3335,Twinkle,canine,F,canaan
3336,Twinkle,feline,F,maine coon
3337,Ty,canine,M,labrador
3338,Ty,feline,M,domestic long hair
3339,Tyler,canine,M,canaan
3340,Tyler,feline,M,domestic long hair
3341,Tyson,canine,M,samoyed
3342,Tyson,feline,M,domestic shorthair
3343,Valinto,canine,F,pitbull
3344,Valinto,feline,F,british shorthair
3345,Vava,canine,F,canaan
3346,Vava,feline,F,domestic shorthair
3347,Vegas,canine,F,rottweiler
3348,Vegas,feline,F,domestic long hair
3349,Velvet,canine,F,canaan
3350,Velvet,feline,F,shirazi
3351,Vinnie,canine,M,canaan
3352,Vinnie,feline,M,domestic shorthair
3353,Vinny,canine,M,husky
3354,Vinny,feline,M,domestic shorthair
3355,Violet,canine,F,ca de bou
3356,Violet,feline,F,maine coon
3357,Vito,canine,M,rottweiler
3358,Vito,feline,M,domestic long hair
3359,Volvo,canine,M,canaan
3360,Volvo,feline,M,scottish fold
3361,Waddles,canine,F,saluki
3362,Waddles,feline,F,domestic long hair
3363,Wags,canine,M,german shepherd
3364,Wags,feline,M,domestic shorthair
3365,Waldo,canine,M,canaan
3366,Waldo,feline,M,domestic shorthair
3367,Wallace,canine,M,german shepherd
3368,Wallace,feline,M,domestic long hair
3369,Wally,canine,F,canaan
3370,Wally,feline,F,domestic long hair
3371,Walter,canine,M,rottweiler
3372,Walter,feline,M,domestic shorthair
3373,Wayne,canine,M,maltese terrier
3374,Wayne,feline,M,domestic long hair
3375,Weaver,canine,F,canaan
3376,Weaver,feline,F,domestic long hair
3377,Webster,canine,M,canaan
3378,Webster,feline,M,domestic long hair
3379,Wesley,canine,F,canaan
3380,Wesley,feline,F,domestic long hair
3381,Westie,canine,F,fox terrier
3382,Westie,feline,F,domestic long hair
3383,Whiskers,canine,M,canaan
3384,Whiskers,feline,M,domestic shorthair
3385,Whiskey,canine,M,husky
3386,Whiskey,feline,M,domestic long hair
3387,Whispy,canine,F,canaan
3388,Whispy,feline,F,domestic long hair
3389,Whitie,canine,F,canaan
3390,Whitie,feline,F,domestic long hair
3391,Whiz,canine,M,samoyed
3392,Whiz,feline,M,shirazi
3393,Wiggles,canine,F,pitbull
3394,Wiggles,feline,F,domestic long hair
3395,Wilber,canine,F,labrador
3396,Wilber,feline,F,domestic long hair
3397,Willie,canine,M,canaan
3398,Willie,feline,M,domestic long hair
3399,Willow,canine,F,canaan
3400,Willow,feline,F,domestic shorthair
3401,Willy,canine,M,rottweiler
3402,Willy,feline,M,domestic shorthair
3403,Wilson,canine,M,rottweiler
3404,Wilson,feline,M,domestic long hair
3405,Winnie,canine,F,rottweiler
3406,Winnie,feline,F,domestic long hair
3407,Winston,canine,M,canaan
3408,Winston,feline,M,domestic long hair
3409,Winter,canine,F,canaan
3410,Winter,feline,F,scottish fold
3411,Wiz,canine,M,canaan
3412,Wiz,feline,M,domestic shorthair
3413,Wizard,canine,M,canaan
3414,Wizard,feline,M,persian
3415,Wolfgang,canine,M,rottweiler
3416,Wolfgang,feline,M,domestic shorthair
3417,Wolfie,canine,M,canaan
3418,Wolfie,feline,M,domestic long hair
3419,Woody,canine,M,terrier
3420,Woody,feline,M,himalayan blue point
3421,Woofie,canine,M,rottweiler
3422,Woofie,feline,M,domestic shorthair
3423,Wrigley,canine,M,canaan
3424,Wrigley,feline,M,chinchilla
3425,Wrinkles,canine,M,husky
3426,Wrinkles,feline,M,domestic shorthair
3427,Wyatt,canine,M,canaan
3428,Wyatt,feline,M,domestic shorthair
3429,Xena,canine,F,canaan
3430,Xena,feline,F,domestic long hair
3431,Yaka,canine,F,canaan
3432,Yaka,feline,F,domestic long hair
3433,Yang,canine,M,canaan
3434,Yang,feline,M,domestic long hair
3435,Yeller,canine,M,pitbull
3436,Yeller,feline,M,domestic long hair
3437,Yellow,canine,F,canaan
3438,Yellow,feline,F,domestic long hair
3439,Yin,canine,M,canaan
3440,Yin,feline,M,domestic shorthair
3441,Yoda,canine,M,pitbull
3442,Yoda,feline,M,domestic long hair
3443,Yogi,canine,M,rottweiler
3444,Yogi,feline,M,domestic long hair
3445,Yogi-bear,canine,M,rottweiler
3446,Yogi-bear,feline,M,domestic long hair
3447,Yukon,canine,M,canaan
3448,Yukon,feline,M,domestic shorthair
3449,Zack,canine,M,labrador
3450,Zack,feline,M,domestic shorthair
3451,Zeke,canine,M,canaan
3452,Zeke,feline,M,domestic shorthair
3453,Zena,canine,F,rottweiler
3454,Zena,feline,F,domestic long hair
3455,Zeus,canine,M,canaan
3456,Zeus,feline,M,domestic long hair
3457,Ziggy,canine,F,canaan
3458,Ziggy,feline,F,domestic long hair
3459,Zippy,canine,F,rottweiler
3460,Zippy,feline,F,domestic long hair
3461,Zoe,canine,F,rhodesian ridgeback
3462,Zoe,feline,F,domestic long hair
3463,Zoey,canine,F,terrier
3464,Zoey,feline,F,domestic shorthair
3465,Zoie,canine,F,canaan
3466,Zoie,feline,F,himalayan
3467,Zorro,canine,M,canaan
3468,Zorro,feline,M,domestic shorthair
